ComplexID	ComplexName	Members	QuantifiedInColorectal	DifferentiallyExpressedInColorectal	DifferentiallyExpressedUpRegulated	DifferentiallyExpressedDownRegulated	PercentageDifferentiallyExpressedInColorectal
5177	Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)	P12814 P12830 P12931 P14923 P18206 P35222 P49023 P56945 P98161 Q05397 Q9Y490	P12814 P12830 P12931 P14923 P18206 P35222 P49023 Q05397 Q9Y490	P18206	1	0	0.111111111111111
6249	MIB complex	O75431 Q13505 Q16891 Q5TGZ0 Q5XKP0 Q6UXV4 Q9BRQ6 Q9BUR5 Q9NVH1 Q9NX63 Q9Y512	O75431 Q13505 Q16891 Q6UXV4 Q9BUR5 Q9NVH1 Q9NX63 Q9Y512		0	0	0
86	NUMAC complex (nucleosomal methylation activator complex)	O14497 P51532 P60709 Q12824 Q86X55 Q8TAQ2 Q92922 Q969G3 Q96GM5 Q96KG9	P51532 P60709 Q86X55 Q8TAQ2 Q92922 Q969G3 Q96KG9	P51532 Q8TAQ2 Q92922	3	0	0.428571428571429
822	mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	O95453 Q01780 Q13868 Q8IU60 Q8IZH2 Q92900 Q9BZI7 Q9H0D6 Q9HAU5 Q9NPD3	Q01780 Q13868 Q92900 Q9H0D6 Q9HAU5 Q9NPD3	Q01780 Q9HAU5	1	1	0.333333333333333
1149	Histone H3.1 complex	O14929 P49321 P62805 P68431 Q09028 Q13111 Q13112 Q8TEX9 Q9NVP2 Q9Y294	O14929 P49321 P62805 P68431 Q09028 Q8TEX9	P49321 Q8TEX9	2	0	0.333333333333333
1186	ESCRT-III complex	O43633 Q7LBR1 Q96CF2 Q96FZ7 Q9BY43 Q9H444 Q9HD42 Q9NZZ3 Q9UQN3 Q9Y3E7	O43633 Q96CF2 Q9BY43 Q9H444 Q9HD42 Q9NZZ3 Q9Y3E7	Q9BY43 Q9Y3E7	1	1	0.285714285714286
1227	H2AX complex II	P06748 P11021 P16104 P16989 P27797 P33778 P62805 Q8N257 Q96EY7 Q99879	P06748 P11021 P16104 P27797 P33778 P62805 Q96EY7	P06748 P33778	2	0	0.285714285714286
1413	NCOR1 complex	O15379 O75376 P51532 Q12824 Q13263 Q15393 Q15459 Q6ZRS2 Q8TAQ2 Q92922	P51532 Q13263 Q15393 Q15459 Q6ZRS2 Q8TAQ2 Q92922	P51532 Q15459 Q6ZRS2 Q8TAQ2 Q92922	5	0	0.714285714285714
1729	TLE1 corepressor complex (MASH1 promoter-corepressor complex)	P06748 P09874 P19338 P34932 P35580 P60709 Q02880 Q04724 Q15233 Q92878	P06748 P09874 P19338 P34932 P35580 P60709 Q02880 Q15233 Q92878	P06748 Q02880 Q15233 Q92878	4	0	0.444444444444444
2829	RSmad complex	P51532 P84022 Q13485 Q15796 Q8NFD5 Q8TAQ2 Q92793 Q92922 Q9UPN9 Q9Y6Q9	P51532 P84022 Q15796 Q8TAQ2 Q92793 Q92922	P51532 Q8TAQ2 Q92922	3	0	0.5
5286	TNF-alpha/NF-kappa B signaling complex 10	O15111 P07900 P08238 P40222 Q15653 Q16543 Q676U5 Q8IX12 Q9UHD2 Q9Y6K9	P07900 P08238 P40222 Q16543 Q8IX12 Q9UHD2		0	0	0
6131	SELK multiprotein complex	P04843 P04844 P27824 P39656 P46977 P55072 Q9BQE4 Q9BUN8 Q9GZP9 Q9Y6D0	P04843 P04844 P27824 P39656 P46977 P55072 Q9BUN8	P04844	1	0	0.142857142857143
6247	BBS-chaperonin complex	P17987 P48643 P49368 P50990 P50991 P78371 Q6ZW61 Q8IWZ6 Q8TAM1 Q9NPJ1	P17987 P48643 P49368 P50990 P50991 P78371	P49368 P50991	2	0	0.333333333333333
7557	LGR4-RSPO supercomplex	O00401 O14641 O60610 P36507 P46940 P49023 Q02750 Q05397 Q9BXB1 Q9BXY4	O00401 O60610 P36507 P46940 P49023 Q02750 Q05397	O00401	0	1	0.142857142857143
87	Nup 107-160 subcomplex	P52948 P55735 P57740 Q12769 Q8NFH3 Q8NFH4 Q8WUM0 Q96EE3 Q9BW27	P52948 P55735 P57740 Q12769 Q8NFH3 Q8WUM0 Q96EE3 Q9BW27	P55735 P57740 Q12769 Q8WUM0	4	0	0.5
144	Gamma-BAR-AP1 complex	O43747 O75843 P56377 P61966 Q10567 Q63HQ0 Q96PC3 Q9BXS5 Q9Y6Q5	O43747 O75843 P61966 Q10567 Q9BXS5 Q9Y6Q5		0	0	0
565	PBAF complex (Polybromo- and BAF containing complex)	O96019 P51532 Q12824 Q68CP9 Q86U86 Q8TAQ2 Q92922 Q969G3 Q96GM5	O96019 P51532 Q86U86 Q8TAQ2 Q92922 Q969G3	O96019 P51532 Q8TAQ2 Q92922	4	0	0.666666666666667
646	HDAC1-associated protein complex	O60341 O94776 O95983 Q09028 Q12873 Q13547 Q16576 Q9UBB5 Q9UKL0	O60341 O94776 Q09028 Q12873 Q13547 Q16576 Q9UBB5	Q12873 Q9UBB5	2	0	0.285714285714286
659	MeCP1 complex	O94776 O95983 Q09028 Q13547 Q14839 Q16576 Q8WXI9 Q92769 Q9UBB5	O94776 Q09028 Q13547 Q14839 Q16576 Q8WXI9 Q92769 Q9UBB5	Q14839 Q9UBB5	2	0	0.25
781	URI complex (Unconventional prefoldin RPB5 Interactor)	O94763 P19388 P63208 Q13309 Q13616 Q9UHV9 Q9ULZ2 Q9Y230 Q9Y265	P19388 P63208 Q13616 Q9UHV9 Q9Y230 Q9Y265	P63208	1	0	0.166666666666667
1728	CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex	O00505 P02545 P06748 P09874 P0C0S5 P11388 P49711 P52294 Q6FI13	O00505 P02545 P06748 P09874 P11388 P52294 Q6FI13	P02545 P06748 P11388	3	0	0.428571428571429
2300	Profilin 2 complex	O75116 P11142 P17600 P35080 P60709 Q05193 Q7L576 Q92777 Q9Y2A7	O75116 P11142 P35080 P60709 Q05193 Q9Y2A7	P11142 P35080	1	1	0.333333333333333
3137	MASH1 promoter-coactivator complex	P09874 P12931 P24928 P62805 P68431 Q14469 Q15233 Q92793 Q92831	P09874 P12931 P24928 P62805 P68431 Q15233 Q92793	Q15233	1	0	0.142857142857143
5609	Emerin regulatory complex	O15379 O75531 P28749 P50402 P60709 P68431 Q02539 Q13547 Q8WWI1	O75531 P50402 P60709 P68431 Q02539 Q13547 Q8WWI1	Q02539	1	0	0.142857142857143
6302	B-WICH complex	O00159 O60264 O75533 P35659 Q03468 Q9BQG0 Q9C093 Q9NR30 Q9UIG0	O00159 O60264 O75533 P35659 Q9BQG0 Q9NR30 Q9UIG0	O60264 P35659 Q9BQG0 Q9NR30 Q9UIG0	5	0	0.714285714285714
6838	IGF2BP1 complex	O60506 O95793 P61254 P62753 P67809 Q00839 Q08211 Q15717 Q9NZI8	O60506 O95793 P61254 P62753 P67809 Q00839 Q08211 Q15717 Q9NZI8	O95793 Q9NZI8	1	1	0.222222222222222
7285	HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex	O94992 P12956 P13010 P23246 P43243 P78527 Q15233 Q8WXF1 Q96PK6	P12956 P13010 P23246 P43243 P78527 Q15233 Q8WXF1 Q96PK6	P78527 Q15233 Q96PK6	3	0	0.375
89	Exocyst Sec6/8 complex	O00471 O60645 Q8IYI6 Q8TAG9 Q96A65 Q96KP1 Q9NV70 Q9UPT5	O00471 O60645 Q8TAG9 Q96A65 Q96KP1 Q9NV70		0	0	0
162	COG complex	P83436 Q14746 Q8WTW3 Q96JB2 Q96MW5 Q9H9E3 Q9UP83 Q9Y2V7	P83436 Q14746 Q8WTW3 Q96JB2 Q9H9E3 Q9Y2V7		0	0	0
785	Exon junction complex	P38919 P61326 Q13838 Q15287 Q86V81 Q8IYB3 Q9BZI7 Q9Y5S9	P38919 P61326 Q13838 Q15287 Q86V81 Q8IYB3 Q9Y5S9		0	0	0
835	6S methyltransferase and RG-containing Sm proteins complex	P14678 P54105 P62304 P62306 P62308 P62314 P62316 P62318	P14678 P62304 P62306 P62308 P62314 P62316 P62318	P14678 P62316	2	0	0.285714285714286
846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	P47756 P52907 Q4VCS5 Q68EM7 Q8N3R9 Q8NI35 Q96B97 Q9Y5K6	P47756 P52907 Q68EM7 Q96B97 Q9Y5K6	Q96B97	1	0	0.2
1737	SF3b complex	O75533 Q13435 Q15393 Q15427 Q7RTV0 Q86XP3 Q9BWJ5 Q9Y3B4	O75533 Q13435 Q15393 Q15427 Q7RTV0 Q86XP3 Q9BWJ5		0	0	0
1746	SMN containing complex	O14893 P09382 P17931 P57678 P62314 P62316 P62318 Q16637	P09382 P17931 P57678 P62314 P62316 P62318	P62316	1	0	0.166666666666667
2715	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	P62877 P63208 Q13098 Q13309 Q13616 Q13617 Q13618 Q99627	P63208 Q13098 Q13616 Q13617 Q13618 Q99627	P63208 Q99627	2	0	0.333333333333333
3556	COG complex	P83436 Q14746 Q8WTW3 Q96JB2 Q96MW5 Q9H9E3 Q9UP83 Q9Y2V7	P83436 Q14746 Q8WTW3 Q96JB2 Q9H9E3 Q9Y2V7		0	0	0
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	P05198 P12956 P13010 P20042 P41091 P78527 Q12905 Q12906	P05198 P12956 P13010 P20042 P41091 P78527 Q12905 Q12906	P78527 Q12906	2	0	0.25
5212	Kinase maturation complex 2	A7MCY6 P07900 P08238 Q12933 Q16543 Q92844 Q9H6S1 Q9UHD2	P07900 P08238 Q12933 Q16543 Q9UHD2		0	0	0
5604	Emerin complex 1	P35579 P50402 P60709 Q12965 Q13813 Q15417 Q8WWI1 Q9BRV8	P35579 P50402 P60709 Q12965 Q13813 Q15417 Q8WWI1		0	0	0
27	Arp2/3 protein complex	O15143 O15144 O15145 O15511 P59998 P61158 P61160	O15143 O15144 O15145 O15511 P59998 P61158 P61160	P59998	1	0	0.142857142857143
49	DNMT3B complex	O60264 O95239 O95347 Q13547 Q96ST3 Q9NTJ3 Q9UBC3	O60264 O95347 Q13547 Q9NTJ3	O60264 O95347	2	0	0.5
59	AP3 adaptor complex	O00203 O14617 P53677 P59780 Q13367 Q92572 Q9Y2T2	O00203 O14617 Q13367 Q92572 Q9Y2T2		0	0	0
159	Condensin I-PARP-1-XRCC1 complex	O95347 P09874 P18887 Q15003 Q15021 Q9BPX3 Q9NTJ3	O95347 P09874 P18887 Q15021 Q9NTJ3	O95347	1	0	0.2
570	p300-CBP-p270-SWI/SNF complex	O14497 P51532 Q09472 Q12824 Q8TAQ2 Q92793 Q92922	P51532 Q09472 Q8TAQ2 Q92793 Q92922	P51532 Q8TAQ2 Q92922	3	0	0.6
614	NRD complex (Nucleosome remodeling and deacetylation complex)	O60341 Q09028 Q12873 Q13330 Q13547 Q14839 Q92769	O60341 Q09028 Q12873 Q13330 Q13547 Q14839 Q92769	Q12873 Q14839	2	0	0.285714285714286
698	SIN3-HDAC-SAP30-ARID4 complex	O75446 Q09028 Q13547 Q16576 Q4LE39 Q92769 Q96ST3	Q09028 Q13547 Q16576 Q92769		0	0	0
810	FCP1-associated protein complex	O14744 P30876 P35269 P84090 Q15208 Q9BQA1 Q9Y5B0	O14744 P30876 P35269 P84090 Q9Y5B0	O14744 P84090 Q9Y5B0	2	1	0.6
814	Postsplicing complex	Q15287 Q92900 Q9BZI7 Q9H1J1 Q9HAU5 Q9UBU9 Q9Y5S9	Q15287 Q92900 Q9HAU5 Q9Y5S9	Q9HAU5	0	1	0.25
924	Toposome	P07910 P11388 Q08211 Q08945 Q6P2Q9 Q96SB4 Q9NR30	P07910 P11388 Q08211 Q08945 Q6P2Q9 Q96SB4 Q9NR30	P11388 Q96SB4 Q9NR30	3	0	0.428571428571429
1147	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	P33240 Q05048 Q10570 Q12996 Q92797 Q9P2I0 Q9UKF6	P33240 Q10570 Q12996 Q92797 Q9P2I0 Q9UKF6	Q12996 Q9UKF6	2	0	0.333333333333333
1189	DNA double-strand break end-joining complex	O60934 P12956 P13010 P49917 P49959 Q13426 Q92878	O60934 P12956 P13010 P49917 Q13426 Q92878	Q92878	1	0	0.166666666666667
1200	Oligosaccharyltransferase complex (Stt3B variant)	P04843 P04844 P39656 P61803 Q13454 Q8TCJ2 Q9H0U3	P04843 P04844 P39656 P61803 Q8TCJ2 Q9H0U3	P04844	1	0	0.166666666666667
1226	H2AX complex I	P06748 P09874 P11021 P16104 P27797 Q7L2E3 Q8N257	P06748 P09874 P11021 P16104 P27797 Q7L2E3	P06748 Q7L2E3	2	0	0.333333333333333
6245	Telomerase holoenzyme	O14746 O60832 Q86US8 Q9BUR4 Q9NPE3 Q9NX24 Q9NY12	O60832 Q86US8 Q9NPE3 Q9NX24 Q9NY12	O60832	1	0	0.2
6497	TOM complex (TOM5, TOM6, TOM7, TOM20, TOM22, TOM40, TOM70), mitochondrial	O94826 O96008 Q15388 Q8N4H5 Q96B49 Q9NS69 Q9P0U1	O96008 Q15388 Q9NS69 Q9P0U1		0	0	0
7376	BRD7-CBP-SWI\u2013SNF complex	O14744 P51531 P51532 Q8WUB8 Q969G3 Q9NPI1 Q9NWQ8	O14744 P51531 P51532 Q969G3 Q9NWQ8	O14744 P51532	2	0	0.4
33	Prefoldin complex	O15212 O60925 P61758 Q99471 Q9NQP4 Q9UHV9	O15212 O60925 P61758 Q99471 Q9UHV9	O60925	0	1	0.2
387	MCM complex	P25205 P33991 P33992 P33993 P49736 Q14566	P25205 P33991 P33992 P33993 P49736 Q14566	P25205 P33992 P33993 P49736 Q14566	5	0	0.833333333333333
486	WIP-WASp-actin-myosin-IIa complex	O43516 P19105 P35579 P42768 P60660 P62736	P19105 P35579 P60660 P62736		0	0	0
886	MTA1 complex	O95983 Q09028 Q13330 Q16576 Q6IT96 Q92769	Q09028 Q13330 Q16576 Q92769		0	0	0
1166	p400-associated complex	O96019 P60709 Q96L91 Q9Y230 Q9Y265 Q9Y4A5	O96019 P60709 Q9Y230 Q9Y265 Q9Y4A5	O96019	1	0	0.2
1182	CDC5L core complex	O43660 O75934 P11142 Q92616 Q99459 Q9UMS4	O43660 O75934 P11142 Q99459 Q9UMS4	O43660 P11142	2	0	0.4
1231	FIB-associated protein complex	O14744 P22087 Q07021 Q71U36 Q99873 Q9H4B7	O14744 P22087 Q07021 Q99873 Q9H4B7	O14744 Q9H4B7	2	0	0.4
1768	CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex	O43809 P24928 Q01844 Q14157 Q16630 Q96J02	O43809 P24928 Q01844 Q14157 Q16630		0	0	0
1856	Sororin-cohesin complex	O60216 Q14683 Q29RF7 Q96FF9 Q9NTI5 Q9UQE7	O60216 Q14683 Q29RF7 Q9NTI5 Q9UQE7	Q9UQE7	1	0	0.2
2599	POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex	O60563 P19338 P24928 P50750 Q9P2I0 Q9UBK2	P19338 P24928 P50750 Q9P2I0		0	0	0
2638	HES1 promoter corepressor complex	P24928 P50613 Q06330 Q09472 Q7KZ85 Q92793	P24928 Q09472 Q7KZ85 Q92793		0	0	0
2837	Profilin 1 complex	P07737 P11142 P55072 P63261 Q00610 Q9BVA1	P07737 P11142 P55072 P63261 Q00610 Q9BVA1	P11142	1	0	0.166666666666667
3102	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	P12956 P13010 P55265 P78527 Q00341 Q08211	P12956 P13010 P55265 P78527 Q00341 Q08211	P55265 P78527 Q00341	3	0	0.5
5209	Ubiquilin-proteasome complex	P25786 P25787 P60900 Q05086 Q9UHD9 Q9UMX0	P25786 P25787 P60900 Q05086 Q9UHD9 Q9UMX0	Q9UHD9 Q9UMX0	2	0	0.333333333333333
5269	TNF-alpha/NF-kappa B signaling complex 8	P07900 P08238 Q13451 Q14164 Q16543 Q86UP2	P07900 P08238 Q13451 Q16543 Q86UP2	Q86UP2	1	0	0.2
5608	Emerin architectural complex	P02545 P20700 P50402 P60709 Q13287 Q13813	P02545 P20700 P50402 P60709 Q13813	P02545	1	0	0.2
6742	SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex	P38919 P61326 Q96Q15 Q9BZI7 Q9HAU5 Q9Y5S9	P38919 P61326 Q9HAU5 Q9Y5S9	Q9HAU5	0	1	0.25
7298	ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex	P06454 P25786 P39687 P60709 Q00325 Q07021	P06454 P25786 P39687 P60709 Q00325 Q07021	P06454 Q00325	1	1	0.333333333333333
41	Mi-2/NuRD-MTA3 complex	O94776 O95983 P41182 Q13547 Q9BTC8	O94776 Q13547 Q9BTC8		0	0	0
117	GPR56-CD81-Galpha(q/11)-Gbeta complex	P29992 P50148 P60033 P62873 Q9Y653	P29992 P50148 P60033 P62873		0	0	0
186	Wave-2 complex	Q7L576 Q8IZP0 Q8WUW1 Q9Y2A7 Q9Y6W5	Q8IZP0 Q8WUW1 Q9Y2A7 Q9Y6W5	Q8IZP0	1	0	0.25
280	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	P04406 P09429 P11142 P26583 P30101	P04406 P09429 P11142 P26583 P30101	P04406 P11142	2	0	0.4
297	PCNA-DNA polymerase delta complex	P12004 P28340 P49005 Q15054 Q9HCU8	P12004 P28340 P49005		0	0	0
376	PCNA-MutS-alpha-MutL-alpha-DNA complex	P12004 P40692 P43246 P52701 P54278	P12004 P43246 P52701	P43246 P52701	2	0	0.666666666666667
520	KCNQ1 macromolecular complex	P13861 P17612 P51787 P62136 Q99996	P13861 P17612 P62136	P17612 P62136	2	0	0.666666666666667
634	XFIM complex	O60341 P78347 Q13547 Q14202 Q92769	O60341 P78347 Q13547 Q14202 Q92769		0	0	0
657	Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)	O60749 O75436 Q13596 Q96QK1 Q9UBQ0	O60749 O75436 Q13596 Q96QK1 Q9UBQ0	Q13596 Q9UBQ0	1	1	0.4
753	UTM-SGCE-DAG1-CAV1-NOS3 complex	O43556 P29474 P46939 Q03135 Q14118	P46939 Q03135 Q14118	Q14118	0	1	0.333333333333333
938	FACT complex, UV-activated	P19784 P67870 P68400 Q08945 Q9Y5B9	P19784 P67870 P68400 Q08945 Q9Y5B9		0	0	0
1060	Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)	O60749 Q13596 Q4G0F5 Q96QK1 Q9UBQ0	O60749 Q13596 Q96QK1 Q9UBQ0	Q13596 Q9UBQ0	1	1	0.5
1085	DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1	O00764 P06746 P18887 P49916 Q969S2	O00764 P18887 P49916	O00764	0	1	0.333333333333333
1144	Cleavage and polyadenylation factor (CPSF)	O95639 Q10570 Q6UN15 Q9P2I0 Q9UKF6	Q10570 Q9P2I0 Q9UKF6	Q9UKF6	1	0	0.333333333333333
1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	P62877 Q13619 Q13620 Q16531 Q92466	Q13619 Q13620 Q16531		0	0	0
1171	c-MYC-ATPase-helicase complex	O96019 P01106 Q9Y230 Q9Y265 Q9Y4A5	O96019 Q9Y230 Q9Y265 Q9Y4A5	O96019	1	0	0.25
1176	CRM1-RAN-PHAX-CBC complex (cap binding complex)	O14980 P52298 P62826 Q09161 Q9H814	O14980 P62826 Q09161		0	0	0
1191	RNA pol II containing coactivator complex Tat-SF	O00267 O43719 P19338 P24928 P50750	O00267 P19338 P24928 P50750	O00267	1	0	0.25
1261	SRm160/300 complex	P08621 P09661 P62995 Q8IYB3 Q9UQ35	P08621 P09661 P62995 Q8IYB3 Q9UQ35		0	0	0
1307	Multiprotein complex (mRNA turnover)	O60506 O75534 P11940 Q14103 Q9H074	O60506 O75534 P11940 Q14103 Q9H074	O75534 Q14103 Q9H074	3	0	0.6
1308	PABPC1-HSPA8-HNRPD-EIF4G1 complex	P11142 P11940 Q04637 Q14103 Q59EJ3	P11142 P11940 Q04637 Q14103	P11142 Q04637 Q14103	3	0	0.75
1345	Septin complex	Q15019 Q16181 Q92599 Q9NVA2 Q9UHD8	Q15019 Q16181 Q92599 Q9NVA2 Q9UHD8	Q16181 Q9UHD8	2	0	0.4
1874	SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)	P60880 P63027 Q15836 Q86Y82 Q9H115	P63027 Q15836 Q86Y82		0	0	0
2188	Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)	P62877 P63208 Q13616 Q15843 Q9Y297	P63208 Q13616 Q15843	P63208	1	0	0.333333333333333
2318	ITGA6-ITGB4-Laminin10/12 complex	O15230 P07942 P11047 P16144 P23229	O15230 P07942 P11047 P16144 P23229	O15230 P16144	1	1	0.4
2903	Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial	O43678 O75306 O75489 P03886 Q16795	O43678 O75306 O75489 Q16795	O43678 O75306 Q16795	0	3	0.75
4392	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)	O75821 P55884 Q13347 Q14152 Q99613	O75821 P55884 Q13347 Q14152 Q99613		0	0	0
5179	NCOA6-DNA-PK-Ku-PARP1 complex	P09874 P12956 P13010 P78527 Q14686	P09874 P12956 P13010 P78527	P78527	1	0	0.25
5184	SWI/SNF-related chromatin-remodeling complex	P51531 P51608 Q13547 Q969G3 Q96ST3	P51531 P51608 Q13547 Q969G3		0	0	0
5211	RAF1-PPP2-PIN1 complex	P04049 P30153 P62714 P63151 Q13526	P30153 P62714 P63151 Q13526	P63151	1	0	0.25
5231	53BP1-containing complex	P12956 P13010 P15927 P27694 Q12888	P12956 P13010 P15927 P27694 Q12888	Q12888	1	0	0.2
5234	IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex	O14920 P07900 P08238 Q16543 Q8N163	P07900 P08238 Q16543		0	0	0
5285	TNF-alpha/NF-kappa B signaling complex 9	O15111 P08238 Q13451 Q15653 Q16543	P08238 Q13451 Q16543		0	0	0
5449	Splicing-associated factors complex	P35659 Q15287 Q86V81 Q8IYB3 Q9Y5S9	P35659 Q15287 Q86V81 Q8IYB3 Q9Y5S9	P35659	1	0	0.2
5876	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex	P30153 P30154 P60842 P67775 Q9Y570	P30153 P30154 P60842 P67775 Q9Y570	P30154 P60842	2	0	0.4
6109	FHF complex	Q86VS8 Q8N612 Q96ED9 Q9H8T0 Q9UJC3	Q86VS8 Q8N612 Q9UJC3		0	0	0
6149	Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic	P62805 P68431 Q8IWY9 Q8TEX9 Q9Y294	P62805 P68431 Q8TEX9	Q8TEX9	1	0	0.333333333333333
6289	prohibitin 2 complex, mitochondrial	O00165 P05141 P35232 P45880 Q99623	P05141 P35232 P45880 Q99623	Q99623	1	0	0.25
6482	CUL4B-DDB1-DTL-CSN complex	P61201 Q13098 Q13620 Q16531 Q9NZJ0	P61201 Q13098 Q13620 Q16531		0	0	0
6799	VEGFR2-S1PR1-ERK1/2-PKC-alpha complex	P17252 P21453 P27361 P28482 P35968	P17252 P27361 P28482		0	0	0
6801	VEGFR2-S1PR3-ERK1/2-PKC-alpha complex	P17252 P27361 P28482 P35968 Q99500	P17252 P27361 P28482		0	0	0
6820	APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)	O14791 P00739 P01871 P02647 P02751	P00739 P02647 P02751	P00739 P02647 P02751	2	1	1
6858	CHTOP-methylosome complex	O14744 P84090 Q99873 Q9BQA1 Q9Y3Y2	O14744 P84090 Q99873 Q9Y3Y2	O14744 P84090	1	1	0.5
6886	AUP1-OS9-SEL1L-UBC6e-UBXD8 complex	Q13438 Q96CS3 Q9UBV2 Q9Y385 Q9Y679	Q96CS3 Q9UBV2 Q9Y679		0	0	0
6895	MMXD complex	O76071 P05141 P18074 Q96T76 Q9Y3D0	O76071 P05141 Q96T76		0	0	0
6986	ProTalpha C6 complex	P05141 P06454 P25788 P39687 Q92688	P05141 P06454 P25788 P39687 Q92688	P06454	0	1	0.2
7141	Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)	O95487 Q15436 Q9HCU5 Q9Y6B6 Q9Y6Y8	O95487 Q15436 Q9HCU5 Q9Y6B6 Q9Y6Y8		0	0	0
7225	CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex	O94776 Q14839 Q15672 Q16576 Q92769	O94776 Q14839 Q16576 Q92769	Q14839	1	0	0.25
7292	EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex	P49770 Q13144 Q14232 Q9NR50 Q9UI10	Q13144 Q14232 Q9NR50 Q9UI10	Q9NR50 Q9UI10	2	0	0.5
